"category","sound1","sound2","response"
"BirdsFlyingOff","01","01",7.6
"BirdSong","01","01",7.9
"BirdSquawk","01","01",8
"CarHorn","01","01",8
"CarSkidding","01","01",8
"CarStarting","01","01",8
"CatHissing","01","01",7.7
"CatMeowing","01","01",8
"CatPurring","01","01",7.9
"ChildrenPlaying","01","01",7.9
"CocktailParty","01","01",8
"CoughingAdultFemale","01","01",8
"CoughingAdultMale","01","01",8
"CowMoo","01","01",7.8
"CrowdApplause","01","01",8
"CrowdCheering","01","01",8
"CryingAdultFemale","01","01",7.8
"CryingAdultMale","01","01",8
"CryingChild","01","01",8
"DogBarking","01","01",7.9
"DogGrowling","01","01",7.7
"DogHowling","01","01",8
"Drilling","01","01",7.6
"DrillingPneumatic","01","01",8
"Fire","01","01",8
"Footsteps","01","01",7.6
"Hammer","01","01",7.2
"Helicopter","01","01",7.4
"HorseGalloping","01","01",7.8
"HorseNeighing","01","01",7.8
"HorseSnorting","01","01",8
"InsectsBuzzing","01","01",8
"InsectsStridulation","01","01",7.9
"JetPassing","01","01",8
"LaughingAdultFemale","01","01",7.5
"LaughingAdultMale","01","01",7.5
"LaughingChild","01","01",8
"LaughingGroup","01","01",8
"Propeller","01","01",8
"Rain","01","01",8
"River","01","01",8
"Sawing","01","01",8
"SawingManual","01","01",7.9
"SeaWaves","01","01",7.4
"Sneezing","01","01",8
"Snoring","01","01",8
"ThroatClearing","01","01",8
"Thunder","01","01",7.7
"TrainBrakes","01","01",8
"TrainSignal","01","01",7.8
"TrainWagons","01","01",8
"Waterfall","01","01",8
"Wind","01","01",7.9
"BirdsFlyingOff","02","01",5.9
"BirdSong","02","01",2.7
"BirdSquawk","02","01",1.7
"CarHorn","02","01",4.6
"CarSkidding","02","01",2.9
"CarStarting","02","01",2.7
"CatHissing","02","01",3.6
"CatMeowing","02","01",2
"CatPurring","02","01",3
"ChildrenPlaying","02","01",4.1
"CocktailParty","02","01",5.3
"CoughingAdultFemale","02","01",4.5
"CoughingAdultMale","02","01",3.3
"CowMoo","02","01",3.3
"CrowdApplause","02","01",4.9
"CrowdCheering","02","01",3.6
"CryingAdultFemale","02","01",3.5
"CryingAdultMale","02","01",5
"CryingChild","02","01",2.1
"DogBarking","02","01",4.4
"DogGrowling","02","01",2.8
"DogHowling","02","01",2.9
"Drilling","02","01",4.5
"DrillingPneumatic","02","01",3.2
"Fire","02","01",4
"Footsteps","02","01",4.2
"Hammer","02","01",1.9
"Helicopter","02","01",4.9
"HorseGalloping","02","01",5.7
"HorseNeighing","02","01",4
"HorseSnorting","02","01",3.8
"InsectsBuzzing","02","01",2.3
"InsectsStridulation","02","01",4.8
"JetPassing","02","01",7.2
"LaughingAdultFemale","02","01",3.5
"LaughingAdultMale","02","01",3.3
"LaughingChild","02","01",3.7
"LaughingGroup","02","01",5.5
"Propeller","02","01",4.2
"Rain","02","01",6.2
"River","02","01",3.4
"Sawing","02","01",2.3
"SawingManual","02","01",2.9
"SeaWaves","02","01",4.8
"Sneezing","02","01",4
"Snoring","02","01",4.8
"ThroatClearing","02","01",6.3
"Thunder","02","01",2.8
"TrainBrakes","02","01",4.8
"TrainSignal","02","01",2.4
"TrainWagons","02","01",2.6
"Waterfall","02","01",5.5
"Wind","02","01",4.4
"BirdsFlyingOff","03","01",1.7
"BirdSong","03","01",3.2
"BirdSquawk","03","01",2.7
"CarHorn","03","01",3.8
"CarSkidding","03","01",1.7
"CarStarting","03","01",3.2
"CatHissing","03","01",6.3
"CatMeowing","03","01",3.7
"CatPurring","03","01",3.2
"ChildrenPlaying","03","01",5.1
"CocktailParty","03","01",3.7
"CoughingAdultFemale","03","01",3.2
"CoughingAdultMale","03","01",5.7
"CowMoo","03","01",3.3
"CrowdApplause","03","01",3.3
"CrowdCheering","03","01",3.2
"CryingAdultFemale","03","01",3.3
"CryingAdultMale","03","01",3.4
"CryingChild","03","01",2.3
"DogBarking","03","01",1.8
"DogGrowling","03","01",3.6
"DogHowling","03","01",2.3
"Drilling","03","01",3.6
"DrillingPneumatic","03","01",4.4
"Fire","03","01",2.8
"Footsteps","03","01",3.3
"Hammer","03","01",4.1
"Helicopter","03","01",4.4
"HorseGalloping","03","01",3.4
"HorseNeighing","03","01",4.1
"HorseSnorting","03","01",2
"InsectsBuzzing","03","01",3.1
"InsectsStridulation","03","01",4.2
"JetPassing","03","01",2.8
"LaughingAdultFemale","03","01",5.3
"LaughingAdultMale","03","01",2.4
"LaughingChild","03","01",4.1
"LaughingGroup","03","01",5.2
"Propeller","03","01",3.4
"Rain","03","01",2.5
"River","03","01",3.5
"Sawing","03","01",2.5
"SawingManual","03","01",3.7
"SeaWaves","03","01",5
"Sneezing","03","01",3
"Snoring","03","01",2.8
"ThroatClearing","03","01",3.8
"Thunder","03","01",5.8
"TrainBrakes","03","01",3.3
"TrainSignal","03","01",2.3
"TrainWagons","03","01",2.7
"Waterfall","03","01",3.5
"Wind","03","01",3.4
"BirdsFlyingOff","04","01",4.9
"BirdSong","04","01",2.6
"BirdSquawk","04","01",1.7
"CarHorn","04","01",2.8
"CarSkidding","04","01",1.5
"CarStarting","04","01",3.7
"CatHissing","04","01",4.4
"CatMeowing","04","01",3.9
"CatPurring","04","01",1.8
"ChildrenPlaying","04","01",3.2
"CocktailParty","04","01",3.2
"CoughingAdultFemale","04","01",4
"CoughingAdultMale","04","01",5.9
"CowMoo","04","01",2.8
"CrowdApplause","04","01",4
"CrowdCheering","04","01",4.9
"CryingAdultFemale","04","01",4.6
"CryingAdultMale","04","01",4.1
"CryingChild","04","01",2.1
"DogBarking","04","01",5.1
"DogGrowling","04","01",1.8
"DogHowling","04","01",3.1
"Drilling","04","01",3.4
"DrillingPneumatic","04","01",3.4
"Fire","04","01",4.1
"Footsteps","04","01",2.2
"Hammer","04","01",6
"Helicopter","04","01",2.1
"HorseGalloping","04","01",5.1
"HorseNeighing","04","01",3
"HorseSnorting","04","01",2.8
"InsectsBuzzing","04","01",4.4
"InsectsStridulation","04","01",3.4
"JetPassing","04","01",2.5
"LaughingAdultFemale","04","01",3.8
"LaughingAdultMale","04","01",2.1
"LaughingChild","04","01",3.5
"LaughingGroup","04","01",3.3
"Propeller","04","01",3.7
"Rain","04","01",2.7
"River","04","01",3.1
"Sawing","04","01",4
"SawingManual","04","01",3.3
"SeaWaves","04","01",3.2
"Sneezing","04","01",5.8
"Snoring","04","01",2
"ThroatClearing","04","01",3.3
"Thunder","04","01",5.7
"TrainBrakes","04","01",4.5
"TrainSignal","04","01",3.1
"TrainWagons","04","01",3
"Waterfall","04","01",3.5
"Wind","04","01",2.1
"BirdsFlyingOff","05","01",6.7
"BirdSong","05","01",2.1
"BirdSquawk","05","01",3.1
"CarHorn","05","01",2.6
"CarSkidding","05","01",1.9
"CarStarting","05","01",2.4
"CatHissing","05","01",4.4
"CatMeowing","05","01",2.3
"CatPurring","05","01",5.2
"ChildrenPlaying","05","01",2.9
"CocktailParty","05","01",5.1
"CoughingAdultFemale","05","01",3.4
"CoughingAdultMale","05","01",5.1
"CowMoo","05","01",3.4
"CrowdApplause","05","01",4.5
"CrowdCheering","05","01",3.3
"CryingAdultFemale","05","01",2.8
"CryingAdultMale","05","01",3.7
"CryingChild","05","01",1.6
"DogBarking","05","01",4.5
"DogGrowling","05","01",4.1
"DogHowling","05","01",3.2
"Drilling","05","01",3.6
"DrillingPneumatic","05","01",1.7
"Fire","05","01",4.3
"Footsteps","05","01",5.4
"Hammer","05","01",3.4
"Helicopter","05","01",5.1
"HorseGalloping","05","01",1.1
"HorseNeighing","05","01",4.4
"HorseSnorting","05","01",3.1
"InsectsBuzzing","05","01",2.9
"InsectsStridulation","05","01",4
"JetPassing","05","01",2.8
"LaughingAdultFemale","05","01",5.1
"LaughingAdultMale","05","01",2.5
"LaughingChild","05","01",3.2
"LaughingGroup","05","01",4.1
"Propeller","05","01",5.2
"Rain","05","01",3.2
"River","05","01",3
"Sawing","05","01",2.6
"SawingManual","05","01",2.6
"SeaWaves","05","01",4.3
"Sneezing","05","01",3.2
"Snoring","05","01",2.1
"ThroatClearing","05","01",4
"Thunder","05","01",3.2
"TrainBrakes","05","01",3.9
"TrainSignal","05","01",3.6
"TrainWagons","05","01",2.6
"Waterfall","05","01",2.5
"Wind","05","01",4
"BirdsFlyingOff","06","01",4.7
"BirdSong","06","01",2.8
"BirdSquawk","06","01",4.2
"CarHorn","06","01",2.6
"CarSkidding","06","01",2.8
"CarStarting","06","01",3.5
"CatHissing","06","01",2.9
"CatMeowing","06","01",2.5
"CatPurring","06","01",2.5
"ChildrenPlaying","06","01",3.4
"CocktailParty","06","01",4.4
"CoughingAdultFemale","06","01",2.8
"CoughingAdultMale","06","01",2.7
"CowMoo","06","01",2.8
"CrowdApplause","06","01",4.9
"CrowdCheering","06","01",4.8
"CryingAdultFemale","06","01",2.1
"CryingAdultMale","06","01",4.9
"CryingChild","06","01",2.9
"DogBarking","06","01",3.8
"DogGrowling","06","01",3.5
"DogHowling","06","01",3.2
"Drilling","06","01",4.2
"DrillingPneumatic","06","01",4.1
"Fire","06","01",4.9
"Footsteps","06","01",2.2
"Hammer","06","01",4.1
"Helicopter","06","01",3.9
"HorseGalloping","06","01",3.4
"HorseNeighing","06","01",2.9
"HorseSnorting","06","01",3.3
"InsectsBuzzing","06","01",2.8
"InsectsStridulation","06","01",3.1
"JetPassing","06","01",3.1
"LaughingAdultFemale","06","01",4.5
"LaughingAdultMale","06","01",4
"LaughingChild","06","01",2.4
"LaughingGroup","06","01",3.3
"Propeller","06","01",3.6
"Rain","06","01",1.6
"River","06","01",3.2
"Sawing","06","01",3.5
"SawingManual","06","01",2.6
"SeaWaves","06","01",1.5
"Sneezing","06","01",3.1
"Snoring","06","01",1.8
"ThroatClearing","06","01",4.9
"Thunder","06","01",3.4
"TrainBrakes","06","01",4.1
"TrainSignal","06","01",2.7
"TrainWagons","06","01",3.4
"Waterfall","06","01",3.3
"Wind","06","01",4.2
"BirdsFlyingOff","07","01",7.5
"BirdSong","07","01",2.7
"BirdSquawk","07","01",2.4
"CarHorn","07","01",2.6
"CarSkidding","07","01",3.1
"CarStarting","07","01",4.1
"CatHissing","07","01",3.5
"CatMeowing","07","01",2.1
"CatPurring","07","01",2
"ChildrenPlaying","07","01",2.8
"CocktailParty","07","01",3.1
"CoughingAdultFemale","07","01",2.4
"CoughingAdultMale","07","01",3.9
"CowMoo","07","01",3
"CrowdApplause","07","01",4
"CrowdCheering","07","01",4.2
"CryingAdultFemale","07","01",3.5
"CryingAdultMale","07","01",3.5
"CryingChild","07","01",3.7
"DogBarking","07","01",2.2
"DogGrowling","07","01",3.7
"DogHowling","07","01",3.3
"Drilling","07","01",3.5
"DrillingPneumatic","07","01",2.7
"Fire","07","01",5
"Footsteps","07","01",2.4
"Hammer","07","01",3.1
"Helicopter","07","01",3.1
"HorseGalloping","07","01",3.7
"HorseNeighing","07","01",4
"HorseSnorting","07","01",1.9
"InsectsBuzzing","07","01",2.9
"InsectsStridulation","07","01",2.9
"JetPassing","07","01",2.3
"LaughingAdultFemale","07","01",4.2
"LaughingAdultMale","07","01",1.8
"LaughingChild","07","01",3.3
"LaughingGroup","07","01",4.8
"Propeller","07","01",3.8
"Rain","07","01",3.8
"River","07","01",2.9
"Sawing","07","01",2.3
"SawingManual","07","01",3
"SeaWaves","07","01",3.2
"Sneezing","07","01",2
"Snoring","07","01",4.3
"ThroatClearing","07","01",3.5
"Thunder","07","01",6.5
"TrainBrakes","07","01",3
"TrainSignal","07","01",3.1
"TrainWagons","07","01",3.8
"Waterfall","07","01",4.6
"Wind","07","01",4.1
"BirdsFlyingOff","08","01",5.9
"BirdSong","08","01",4.2
"BirdSquawk","08","01",1.9
"CarHorn","08","01",1.4
"CarSkidding","08","01",4.3
"CarStarting","08","01",2.4
"CatHissing","08","01",2.7
"CatMeowing","08","01",2.9
"CatPurring","08","01",3.2
"ChildrenPlaying","08","01",1.9
"CocktailParty","08","01",3.5
"CoughingAdultFemale","08","01",3.3
"CoughingAdultMale","08","01",2.3
"CowMoo","08","01",2.2
"CrowdApplause","08","01",3.5
"CrowdCheering","08","01",4
"CryingAdultFemale","08","01",3.3
"CryingAdultMale","08","01",4.1
"CryingChild","08","01",1.3
"DogBarking","08","01",2.6
"DogGrowling","08","01",3.6
"DogHowling","08","01",2.3
"Drilling","08","01",4.7
"DrillingPneumatic","08","01",2.5
"Fire","08","01",2.6
"Footsteps","08","01",3.9
"Hammer","08","01",1.5
"Helicopter","08","01",3
"HorseGalloping","08","01",4.1
"HorseNeighing","08","01",5.3
"HorseSnorting","08","01",2.8
"InsectsBuzzing","08","01",2
"InsectsStridulation","08","01",3.2
"JetPassing","08","01",5.1
"LaughingAdultFemale","08","01",4
"LaughingAdultMale","08","01",2.2
"LaughingChild","08","01",3.8
"LaughingGroup","08","01",3.8
"Propeller","08","01",3.4
"Rain","08","01",4.2
"River","08","01",2.8
"Sawing","08","01",1.9
"SawingManual","08","01",2.3
"SeaWaves","08","01",4
"Sneezing","08","01",4.8
"Snoring","08","01",5
"ThroatClearing","08","01",1.5
"Thunder","08","01",4.1
"TrainBrakes","08","01",4.4
"TrainSignal","08","01",5.6
"TrainWagons","08","01",2.4
"Waterfall","08","01",2
"Wind","08","01",3.1
"BirdsFlyingOff","09","01",3.8
"BirdSong","09","01",2.9
"BirdSquawk","09","01",1.8
"CarHorn","09","01",5.1
"CarSkidding","09","01",5.4
"CarStarting","09","01",3.2
"CatHissing","09","01",3.4
"CatMeowing","09","01",3.4
"CatPurring","09","01",4.3
"ChildrenPlaying","09","01",2
"CocktailParty","09","01",3.5
"CoughingAdultFemale","09","01",2.1
"CoughingAdultMale","09","01",1.6
"CowMoo","09","01",4.6
"CrowdApplause","09","01",4.1
"CrowdCheering","09","01",4.3
"CryingAdultFemale","09","01",3
"CryingAdultMale","09","01",4.6
"CryingChild","09","01",2.8
"DogBarking","09","01",2.2
"DogGrowling","09","01",2.1
"DogHowling","09","01",3.4
"Drilling","09","01",4.3
"DrillingPneumatic","09","01",1.6
"Fire","09","01",5.2
"Footsteps","09","01",2.4
"Hammer","09","01",2.8
"Helicopter","09","01",4.7
"HorseGalloping","09","01",5.6
"HorseNeighing","09","01",3.1
"HorseSnorting","09","01",2.4
"InsectsBuzzing","09","01",3.4
"InsectsStridulation","09","01",2.8
"JetPassing","09","01",3.3
"LaughingAdultFemale","09","01",2.7
"LaughingAdultMale","09","01",2.1
"LaughingChild","09","01",3.2
"LaughingGroup","09","01",3.9
"Propeller","09","01",5.3
"Rain","09","01",5.2
"River","09","01",4.2
"Sawing","09","01",2
"SawingManual","09","01",3.8
"SeaWaves","09","01",4.2
"Sneezing","09","01",2.6
"Snoring","09","01",3.6
"ThroatClearing","09","01",3.4
"Thunder","09","01",5.5
"TrainBrakes","09","01",4.8
"TrainSignal","09","01",3.7
"TrainWagons","09","01",3.3
"Waterfall","09","01",4.6
"Wind","09","01",3.8
"BirdsFlyingOff","10","01",2.3
"BirdSong","10","01",3.8
"BirdSquawk","10","01",4.8
"CarHorn","10","01",2.4
"CarSkidding","10","01",4.6
"CarStarting","10","01",2.7
"CatHissing","10","01",2.9
"CatMeowing","10","01",1.7
"CatPurring","10","01",2.9
"ChildrenPlaying","10","01",3.7
"CocktailParty","10","01",3.2
"CoughingAdultFemale","10","01",2.5
"CoughingAdultMale","10","01",4
"CowMoo","10","01",3.2
"CrowdApplause","10","01",3.2
"CrowdCheering","10","01",6.3
"CryingAdultFemale","10","01",2.5
"CryingAdultMale","10","01",3.3
"CryingChild","10","01",1.7
"DogBarking","10","01",4.5
"DogGrowling","10","01",1.3
"DogHowling","10","01",3.5
"Drilling","10","01",3.4
"DrillingPneumatic","10","01",3.1
"Fire","10","01",3.6
"Footsteps","10","01",2.2
"Hammer","10","01",1.9
"Helicopter","10","01",3.4
"HorseGalloping","10","01",3.6
"HorseNeighing","10","01",3.3
"HorseSnorting","10","01",3.1
"InsectsBuzzing","10","01",2.5
"InsectsStridulation","10","01",2.8
"JetPassing","10","01",2.8
"LaughingAdultFemale","10","01",3.6
"LaughingAdultMale","10","01",2.7
"LaughingChild","10","01",3.5
"LaughingGroup","10","01",4.4
"Propeller","10","01",5.3
"Rain","10","01",4.2
"River","10","01",5.9
"Sawing","10","01",1.9
"SawingManual","10","01",2.2
"SeaWaves","10","01",4.9
"Sneezing","10","01",2.4
"Snoring","10","01",4.6
"ThroatClearing","10","01",2.8
"Thunder","10","01",2.5
"TrainBrakes","10","01",4.1
"TrainSignal","10","01",3.5
"TrainWagons","10","01",3.3
"Waterfall","10","01",2.8
"Wind","10","01",3.5
"BirdsFlyingOff","01","02",4.8
"BirdSong","01","02",2.5
"BirdSquawk","01","02",1.9
"CarHorn","01","02",3.8
"CarSkidding","01","02",3.3
"CarStarting","01","02",3.1
"CatHissing","01","02",3.1
"CatMeowing","01","02",2.3
"CatPurring","01","02",2.9
"ChildrenPlaying","01","02",3.3
"CocktailParty","01","02",5.3
"CoughingAdultFemale","01","02",3.6
"CoughingAdultMale","01","02",3.5
"CowMoo","01","02",3.3
"CrowdApplause","01","02",4.8
"CrowdCheering","01","02",3.5
"CryingAdultFemale","01","02",2.3
"CryingAdultMale","01","02",3.2
"CryingChild","01","02",3.4
"DogBarking","01","02",5.1
"DogGrowling","01","02",4.1
"DogHowling","01","02",2.5
"Drilling","01","02",4
"DrillingPneumatic","01","02",4.5
"Fire","01","02",3.1
"Footsteps","01","02",4.2
"Hammer","01","02",1.9
"Helicopter","01","02",5.1
"HorseGalloping","01","02",4.7
"HorseNeighing","01","02",4.4
"HorseSnorting","01","02",3.6
"InsectsBuzzing","01","02",2.3
"InsectsStridulation","01","02",4.9
"JetPassing","01","02",8
"LaughingAdultFemale","01","02",3.2
"LaughingAdultMale","01","02",3.6
"LaughingChild","01","02",4.8
"LaughingGroup","01","02",4.2
"Propeller","01","02",4.3
"Rain","01","02",5.6
"River","01","02",3.1
"Sawing","01","02",3.4
"SawingManual","01","02",2.3
"SeaWaves","01","02",4.9
"Sneezing","01","02",3.6
"Snoring","01","02",6.2
"ThroatClearing","01","02",6.9
"Thunder","01","02",2.4
"TrainBrakes","01","02",3.7
"TrainSignal","01","02",2.9
"TrainWagons","01","02",2.5
"Waterfall","01","02",5.2
"Wind","01","02",5
"BirdsFlyingOff","02","02",7.9
"BirdSong","02","02",7.8
"BirdSquawk","02","02",8
"CarHorn","02","02",8
"CarSkidding","02","02",7.5
"CarStarting","02","02",8
"CatHissing","02","02",8
"CatMeowing","02","02",8
"CatPurring","02","02",8
"ChildrenPlaying","02","02",7.9
"CocktailParty","02","02",8
"CoughingAdultFemale","02","02",8
"CoughingAdultMale","02","02",8
"CowMoo","02","02",7.9
"CrowdApplause","02","02",8
"CrowdCheering","02","02",8
"CryingAdultFemale","02","02",8
"CryingAdultMale","02","02",8
"CryingChild","02","02",8
"DogBarking","02","02",7.4
"DogGrowling","02","02",7.8
"DogHowling","02","02",7.3
"Drilling","02","02",8
"DrillingPneumatic","02","02",8
"Fire","02","02",7.9
"Footsteps","02","02",8
"Hammer","02","02",7.8
"Helicopter","02","02",8
"HorseGalloping","02","02",7.9
"HorseNeighing","02","02",7.9
"HorseSnorting","02","02",8
"InsectsBuzzing","02","02",8
"InsectsStridulation","02","02",7.6
"JetPassing","02","02",7.6
"LaughingAdultFemale","02","02",8
"LaughingAdultMale","02","02",8
"LaughingChild","02","02",8
"LaughingGroup","02","02",7.2
"Propeller","02","02",8
"Rain","02","02",7.9
"River","02","02",7.9
"Sawing","02","02",7.3
"SawingManual","02","02",8
"SeaWaves","02","02",7.9
"Sneezing","02","02",8
"Snoring","02","02",7.6
"ThroatClearing","02","02",8
"Thunder","02","02",7.9
"TrainBrakes","02","02",8
"TrainSignal","02","02",7.3
"TrainWagons","02","02",8
"Waterfall","02","02",8
"Wind","02","02",7.9
"BirdsFlyingOff","03","02",1.8
"BirdSong","03","02",2.5
"BirdSquawk","03","02",1.3
"CarHorn","03","02",4.2
"CarSkidding","03","02",7.5
"CarStarting","03","02",2.5
"CatHissing","03","02",3.4
"CatMeowing","03","02",4.1
"CatPurring","03","02",2.8
"ChildrenPlaying","03","02",2.8
"CocktailParty","03","02",3.6
"CoughingAdultFemale","03","02",2.3
"CoughingAdultMale","03","02",3
"CowMoo","03","02",6.8
"CrowdApplause","03","02",3.3
"CrowdCheering","03","02",2.6
"CryingAdultFemale","03","02",4.8
"CryingAdultMale","03","02",4.5
"CryingChild","03","02",2.7
"DogBarking","03","02",2.3
"DogGrowling","03","02",3.5
"DogHowling","03","02",3.3
"Drilling","03","02",2.8
"DrillingPneumatic","03","02",4
"Fire","03","02",3.1
"Footsteps","03","02",2.2
"Hammer","03","02",3.7
"Helicopter","03","02",4.6
"HorseGalloping","03","02",2.6
"HorseNeighing","03","02",5.3
"HorseSnorting","03","02",2.3
"InsectsBuzzing","03","02",2.7
"InsectsStridulation","03","02",6
"JetPassing","03","02",3
"LaughingAdultFemale","03","02",4
"LaughingAdultMale","03","02",2.9
"LaughingChild","03","02",4.8
"LaughingGroup","03","02",6.1
"Propeller","03","02",3.9
"Rain","03","02",2.3
"River","03","02",4.7
"Sawing","03","02",3.8
"SawingManual","03","02",5.2
"SeaWaves","03","02",3.5
"Sneezing","03","02",2.4
"Snoring","03","02",5.3
"ThroatClearing","03","02",4
"Thunder","03","02",3
"TrainBrakes","03","02",3.3
"TrainSignal","03","02",5.8
"TrainWagons","03","02",3.4
"Waterfall","03","02",2.9
"Wind","03","02",2.6
"BirdsFlyingOff","04","02",5.7
"BirdSong","04","02",3.4
"BirdSquawk","04","02",2
"CarHorn","04","02",2.7
"CarSkidding","04","02",3.2
"CarStarting","04","02",2.7
"CatHissing","04","02",3.9
"CatMeowing","04","02",1.9
"CatPurring","04","02",4
"ChildrenPlaying","04","02",4
"CocktailParty","04","02",2.7
"CoughingAdultFemale","04","02",3.1
"CoughingAdultMale","04","02",3.6
"CowMoo","04","02",4.1
"CrowdApplause","04","02",6.5
"CrowdCheering","04","02",1.8
"CryingAdultFemale","04","02",2.4
"CryingAdultMale","04","02",4.4
"CryingChild","04","02",2.8
"DogBarking","04","02",4.2
"DogGrowling","04","02",3.1
"DogHowling","04","02",2.5
"Drilling","04","02",4.9
"DrillingPneumatic","04","02",4.2
"Fire","04","02",2.5
"Footsteps","04","02",2.3
"Hammer","04","02",2.3
"Helicopter","04","02",1.8
"HorseGalloping","04","02",3.4
"HorseNeighing","04","02",4.5
"HorseSnorting","04","02",3.3
"InsectsBuzzing","04","02",4.2
"InsectsStridulation","04","02",2.8
"JetPassing","04","02",3
"LaughingAdultFemale","04","02",4.8
"LaughingAdultMale","04","02",3.3
"LaughingChild","04","02",3.4
"LaughingGroup","04","02",2.2
"Propeller","04","02",5.1
"Rain","04","02",3.2
"River","04","02",1.8
"Sawing","04","02",3.4
"SawingManual","04","02",4
"SeaWaves","04","02",4.2
"Sneezing","04","02",3
"Snoring","04","02",2.7
"ThroatClearing","04","02",3
"Thunder","04","02",2.8
"TrainBrakes","04","02",4.7
"TrainSignal","04","02",2.2
"TrainWagons","04","02",4
"Waterfall","04","02",2.3
"Wind","04","02",3.1
"BirdsFlyingOff","05","02",3.6
"BirdSong","05","02",3
"BirdSquawk","05","02",1.9
"CarHorn","05","02",2.8
"CarSkidding","05","02",4.8
"CarStarting","05","02",2.1
"CatHissing","05","02",2.9
"CatMeowing","05","02",7.3
"CatPurring","05","02",3.1
"ChildrenPlaying","05","02",4.1
"CocktailParty","05","02",5.4
"CoughingAdultFemale","05","02",2.1
"CoughingAdultMale","05","02",4.1
"CowMoo","05","02",4.3
"CrowdApplause","05","02",4.6
"CrowdCheering","05","02",2
"CryingAdultFemale","05","02",3.7
"CryingAdultMale","05","02",2.8
"CryingChild","05","02",3.6
"DogBarking","05","02",5.5
"DogGrowling","05","02",3.4
"DogHowling","05","02",3.6
"Drilling","05","02",5.9
"DrillingPneumatic","05","02",4.5
"Fire","05","02",2.2
"Footsteps","05","02",4.9
"Hammer","05","02",4.6
"Helicopter","05","02",3.1
"HorseGalloping","05","02",1.1
"HorseNeighing","05","02",4.8
"HorseSnorting","05","02",3
"InsectsBuzzing","05","02",2.9
"InsectsStridulation","05","02",2.3
"JetPassing","05","02",2.5
"LaughingAdultFemale","05","02",5.6
"LaughingAdultMale","05","02",3.7
"LaughingChild","05","02",2.8
"LaughingGroup","05","02",5.3
"Propeller","05","02",4.9
"Rain","05","02",3.3
"River","05","02",1.7
"Sawing","05","02",2.4
"SawingManual","05","02",4.4
"SeaWaves","05","02",2.9
"Sneezing","05","02",3.6
"Snoring","05","02",2.4
"ThroatClearing","05","02",3.8
"Thunder","05","02",3.9
"TrainBrakes","05","02",5.1
"TrainSignal","05","02",2.1
"TrainWagons","05","02",3.5
"Waterfall","05","02",2
"Wind","05","02",3.8
"BirdsFlyingOff","06","02",2.8
"BirdSong","06","02",3.8
"BirdSquawk","06","02",1.5
"CarHorn","06","02",2.9
"CarSkidding","06","02",3.2
"CarStarting","06","02",2.3
"CatHissing","06","02",3.1
"CatMeowing","06","02",3.1
"CatPurring","06","02",3.6
"ChildrenPlaying","06","02",1.8
"CocktailParty","06","02",5.6
"CoughingAdultFemale","06","02",2.1
"CoughingAdultMale","06","02",4.5
"CowMoo","06","02",3.8
"CrowdApplause","06","02",3.3
"CrowdCheering","06","02",5.1
"CryingAdultFemale","06","02",3.8
"CryingAdultMale","06","02",2.3
"CryingChild","06","02",4.6
"DogBarking","06","02",4.3
"DogGrowling","06","02",3.3
"DogHowling","06","02",3.4
"Drilling","06","02",4
"DrillingPneumatic","06","02",3.8
"Fire","06","02",2.5
"Footsteps","06","02",2.1
"Hammer","06","02",3.2
"Helicopter","06","02",4.9
"HorseGalloping","06","02",3.6
"HorseNeighing","06","02",2.4
"HorseSnorting","06","02",4.9
"InsectsBuzzing","06","02",3.6
"InsectsStridulation","06","02",3.2
"JetPassing","06","02",2.9
"LaughingAdultFemale","06","02",3.3
"LaughingAdultMale","06","02",5.3
"LaughingChild","06","02",3.6
"LaughingGroup","06","02",2.8
"Propeller","06","02",3.7
"Rain","06","02",1.7
"River","06","02",3.5
"Sawing","06","02",2.4
"SawingManual","06","02",3.2
"SeaWaves","06","02",2
"Sneezing","06","02",2.1
"Snoring","06","02",2.5
"ThroatClearing","06","02",4.2
"Thunder","06","02",4.1
"TrainBrakes","06","02",3.3
"TrainSignal","06","02",2.8
"TrainWagons","06","02",2.1
"Waterfall","06","02",3.7
"Wind","06","02",4.1
"BirdsFlyingOff","07","02",4.9
"BirdSong","07","02",3.8
"BirdSquawk","07","02",5.2
"CarHorn","07","02",1.7
"CarSkidding","07","02",3.2
"CarStarting","07","02",3.7
"CatHissing","07","02",3.1
"CatMeowing","07","02",3.4
"CatPurring","07","02",3.8
"ChildrenPlaying","07","02",3.6
"CocktailParty","07","02",4.1
"CoughingAdultFemale","07","02",1.8
"CoughingAdultMale","07","02",4.6
"CowMoo","07","02",2.9
"CrowdApplause","07","02",3.8
"CrowdCheering","07","02",3.1
"CryingAdultFemale","07","02",3.7
"CryingAdultMale","07","02",3.8
"CryingChild","07","02",3.9
"DogBarking","07","02",2.7
"DogGrowling","07","02",4.2
"DogHowling","07","02",2.9
"Drilling","07","02",3.6
"DrillingPneumatic","07","02",4.7
"Fire","07","02",2.3
"Footsteps","07","02",1.6
"Hammer","07","02",2.1
"Helicopter","07","02",3.7
"HorseGalloping","07","02",2.7
"HorseNeighing","07","02",5.3
"HorseSnorting","07","02",3.6
"InsectsBuzzing","07","02",4.2
"InsectsStridulation","07","02",2.3
"JetPassing","07","02",2.2
"LaughingAdultFemale","07","02",3.6
"LaughingAdultMale","07","02",2.1
"LaughingChild","07","02",4.2
"LaughingGroup","07","02",6
